"filename", "language", "C++", "comment", "blank", "total"
"/home/leveophan/MyProjects/SuperProject/GraphicEditor/Plugins/Interpolator.cpp", "C++", 15, 0, 4, 19
"/home/leveophan/MyProjects/SuperProject/GraphicEditor/Plugins/Paint.cpp", "C++", 138, 0, 36, 174
"/home/leveophan/MyProjects/SuperProject/GraphicEditor/Plugins/Paint.hpp", "C++", 28, 0, 17, 45
"/home/leveophan/MyProjects/SuperProject/GraphicEditor/Plugins/interpolator.hpp", "C++", 16, 0, 8, 24
"Total", "-", 197, 0, 65, 262
